Name,Price,Image URL
Tedibar Baby Bodywash - 250ml,₹683,https://cdn01.pharmeasy.in/dam/products_otc/A88004/tedibar-baby-bodywash-250ml-2-1724827295.jpg?dim=700x0&dpr=1&q=100
Pearldew Baby Cream 50 Gm | With Calendula & Milk Protein | Paraben Free (Pack Of 2),₹490,https://cdn01.pharmeasy.in/dam/products_otc/T85014/pearldew-baby-cream-50-gm-pack-of-2-2-1677229739.jpg?dim=700x0&dpr=1&q=100
Cetaphil Baby Shampoo - 200ml,₹819,https://cdn01.pharmeasy.in/dam/products_otc/I10883/cetaphil-baby-shampoo-200ml-2-1669655181.jpg?dim=700x0&dpr=1&q=100
Oyo Baby Waterproof Bed Protector Baby Dry Sheet Medium Yellow (70 Cm X 100 Cm),₹325,https://cdn01.pharmeasy.in/dam/products_otc/W16935/oyo-baby-waterproof-bed-protector-baby-dry-sheet-medium-yellow-70-cm-x-100-cm-2-1671743652.jpg?dim=700x0&dpr=1&q=100
Himalaya Baby Diaper Rash Cream ( 20gm),₹90,https://cdn01.pharmeasy.in/dam/products_otc/090435/himalaya-diaper-rash-cream-20gm-2-1671741718.jpg?dim=700x0&dpr=1&q=100
Sebamed Baby Face & Body Wash Foam|Ph 5.5|Ideal For Face & Body|For Delicate | Dry Skin|400 Ml,₹940,https://cdn01.pharmeasy.in/dam/products_otc/L42965/sebamed-baby-face-body-wash-foamph-55ideal-for-face-bodyfor-delicate-dry-skin400-ml-2-1735983606.jpg?dim=700x0&dpr=1&q=100
Galact Chocolate Flavour Bottle Of 200gm Granules,₹421,https://cdn01.pharmeasy.in/dam/products_otc/Z04731/galact-chocolate-flavour-bottle-of-200gm-granules-6.1-1714043309.jpg?dim=700x0&dpr=1&q=100
Tedibar B4 Nappi Baby Rash Cream Tube Of 75 G,₹275,https://cdn01.pharmeasy.in/dam/products_otc/219859/tedibar-b4-nappi-baby-rash-cream-tube-of-75-g-1-1725437724.jpg?dim=700x0&dpr=1&q=100
Liveasy Baby Care Soft & Gentle Baby Wipes Pack Of 20,₹79,https://cdn01.pharmeasy.in/dam/products_otc/Z11830/liveasy-baby-care-soft-gentle-baby-wipes-pack-of-20-6.1-1720414661.jpg?dim=700x0&dpr=1&q=100
Vicks Babyrub 10ml Specifically For Babies-Moisturize,₹55,https://cdn01.pharmeasy.in/dam/products_otc/I39757/vicks-babyrub-10ml-specifically-for-babies-moisturize-2-1669710480.jpg?dim=700x0&dpr=1&q=100
Himalaya Baby Cream Tube Of 200 Ml,₹310,https://cdn01.pharmeasy.in/dam/products_otc/264328/himalaya-baby-cream-tube-of-200-ml-2-1669655427.jpg?dim=700x0&dpr=1&q=100
Sebamed Baby Powder| Olive Oil |Allantoin|Keeps Newborns Skin Fresh|Absorbs Sweat|200 Gm,₹790,https://cdn01.pharmeasy.in/dam/products_otc/265097/sebamed-baby-powder-200g-with-olive-oil-and-allantoin-for-delicate-skin-2-1688551414.jpg?dim=700x0&dpr=1&q=100
Prega News Advance Hcg Home Pregnancy Test Midstream Urine Test Kit | Pack Of 2,₹240,https://cdn01.pharmeasy.in/dam/products_otc/M25461/mankind-prega-news-advance-hcg-home-pregnancy-test-midstream-urine-test-kit-pack-of-2-2-1686549738.jpg?dim=700x0&dpr=1&q=100
Flamingo Orthopedic Heat Belt Extra Large - Pack Of 1,₹1350,https://cdn01.pharmeasy.in/dam/products_otc/W07675/flamingo-orthopedic-heat-belt-extra-large-pack-of-1-1-1654233295.jpg?dim=700x0&dpr=1&q=100
Prega News Pregnancy Test Kit,₹60,https://cdn01.pharmeasy.in/dam/products_otc/226830/prega-news-pregnancy-test-kit-1-1669655006.jpg?dim=700x0&dpr=1&q=100
Seacod Cod Liver Oil (Type B) Bp With Omega 3 Vitamin A Vitamin D For Kids And Adults 60ml,₹299,https://cdn01.pharmeasy.in/dam/products_otc/242053/seacod-cod-liver-oil-bottle-of-60-ml-2-1674538031.jpg?dim=700x0&dpr=1&q=100
Oyo Baby Waterproof Bed Protector Baby Dry Sheet Large Salmon Rose (100 Cm X 140 Cm),₹595,https://cdn01.pharmeasy.in/dam/products_otc/F98933/oyo-baby-waterproof-bed-protector-baby-dry-sheet-large-salmon-rose-100-cm-x-140-cm-2-1671744466.jpg?dim=700x0&dpr=1&q=100
Sebamed Baby Body Lotion|Ph 5.5|Long Lasting Moisturiser|Quickly Absorbed| 100 Ml,₹590,https://cdn01.pharmeasy.in/dam/products_otc/219831/sebamed-baby-body-lotion-100-mlph-55camomile-allantoin-dermatalogically-tested-2-1671741056.jpg?dim=700x0&dpr=1&q=100
New Atogla Baby Moisturizing Lotion Bottle Of 200 Ml,₹585,https://cdn01.pharmeasy.in/dam/products_otc/O23714/new-atogla-baby-moisturizing-lotion-bottle-of-200-ml-6.1-1734934186.jpg?dim=700x0&dpr=1&q=100
Pro Pl Vanilla Powder 200 Gm,N/A,https://cdn01.pharmeasy.in/dam/products_otc/239867/pro-pl-vanilla-powder-200-gm-2-1669655221.jpg?dim=700x0&dpr=1&q=100
Pro Pl Chocolate Powder 200 Gm,N/A,https://cdn01.pharmeasy.in/dam/products_otc/207757/pro-pl-chocolate-powder-200-gm-2-1671740766.jpg?dim=700x0&dpr=1&q=100
Mederma Gel 10gm,₹495,https://cdn01.pharmeasy.in/dam/products/193984/mederma-gel-10gm-1-1676961492.jpg?dim=700x0&dpr=1&q=100
Cetaphil Baby Moisturising Bath & Wash 230ml,₹819,https://cdn01.pharmeasy.in/dam/products_otc/F95550/cetaphil-baby-moisturising-bath-wash-230ml-2.1-1671743352.jpg?dim=700x0&dpr=1&q=100
Protinex Mothers Nutritional Drink Mix Pregnant & Breastfeeding Creamy Vanilla 250g Box,₹495,https://cdn01.pharmeasy.in/dam/products_otc/337418/protinex-mothers-nutritional-drink-mix-pregnant-breastfeeding-creamy-vanilla-250g-box-1-1719466414.jpg?dim=700x0&dpr=1&q=100
Sebamed Baby Cleansing Bar For Delicate Skin | Ph 5.5 | 150 Gm,₹500,https://cdn01.pharmeasy.in/dam/products_otc/348123/sebamed-baby-cleansing-bar-for-delicate-skin-ph-55-150-gm-1-1740394383.jpg?dim=700x0&dpr=1&q=100
Venusia Baby Intensive Moisturizing Lotion 300gm,₹727.5,https://cdn01.pharmeasy.in/dam/products_otc/Y97011/venusia-baby-intensive-moisturizing-lotion-300gm-2-1701067787.jpg?dim=700x0&dpr=1&q=100
Seacod Pure Cod Liver Oil Capsules 300mg With Omega 3 | Vitamin A & D | For Kid & Adult 110 Softgels,₹388,https://cdn01.pharmeasy.in/dam/products_otc/I01462/seacod-pure-cod-liver-oil-capsules-300mg-with-omega-3-vitamin-a-d-for-kids-adults-110-softgels-1-1687253031.jpg?dim=700x0&dpr=1&q=100
I-Can Pregnancy Kit |Urine Pregnancy Test Kit At Home | Pack Of 1,₹60,https://cdn01.pharmeasy.in/dam/products_otc/226634/i-can-pregnancy-testing-kit-one-step-hcg-pregnancy-testing-kit-2-1672279681.jpg?dim=700x0&dpr=1&q=100
Aptamil Gold 3 Follow Up Infant Formula Powder (After 12 Months) Stage-3 -400g Bag-In-Box,N/A,https://cdn01.pharmeasy.in/dam/products_otc/I13012/aptamil-gold-3-follow-up-infant-formula-powder-after-12-months-stage-3-400g-bag-in-box-6.01-1737546877.jpg?dim=700x0&dpr=1&q=100
Ultra D3 Natural Pineapple Flavour 400iu Vitamin D3 For Infants Vitamin Drops Bottle Of 15 Ml,₹43.84,https://cdn01.pharmeasy.in/dam/products_otc/P26899/ultra-d3-natural-pineapple-flavour-400iu-vitamin-d3-for-infants-vitamin-drops-bottle-of-15-ml-2-1697181631.jpg?dim=700x0&dpr=1&q=100
Dermadew Baby Lotion 80ml,₹152,https://cdn01.pharmeasy.in/dam/products/I02598/dermadew-baby-lotion-80ml-1-1664870206.jpg?dim=700x0&dpr=1&q=100
Sebamed Baby Cleansing Bar | Ph 5.5 | 100 Gm,₹350,https://cdn01.pharmeasy.in/dam/products_otc/196224/sebamed-baby-cleansing-bar-ph-55-100-gm-2-1740394813.jpg?dim=700x0&dpr=1&q=100
Prega News At Home One Step Urine Hcg Digital Pregnancy Test Kit (6 Tests),₹360,https://cdn01.pharmeasy.in/dam/products_otc/D61297/prega-news-at-home-one-step-urine-hcg-digital-pregnancy-test-kit-6-tests-2-1728543479.jpg?dim=700x0&dpr=1&q=100
Protinex Mothers Chocolate Flavour Powder | Jar Of 400g,₹740,https://cdn01.pharmeasy.in/dam/products_otc/W22779/protinex-mothers-chocolate-flavour-powder-jar-of-400g-2-1712379578.jpg?dim=700x0&dpr=1&q=100
Sebamed Baby Shampoo|Ph 5.5| Ideal For Newborns Delicate Scalp| No Tears | 150 Ml,₹530,https://cdn01.pharmeasy.in/dam/products_otc/Q59559/sebamed-children-s-shampoo-150ml-2-1688552503.jpg?dim=700x0&dpr=1&q=100
Lactaways Elaichi Flavour Jar Of 200gm Granules,₹360,https://cdn01.pharmeasy.in/dam/products/I36951/lactaways-elaichi-flavour-jar-of-200gm-granules-2-1646660338.jpg?dim=700x0&dpr=1&q=100
Pro Pl Cardamom Flavour Powder 500 Gm,₹640,https://cdn01.pharmeasy.in/dam/products_otc/264741/pro-pl-cardamom-flavour-powder-500-gm-2-1669655063.jpg?dim=700x0&dpr=1&q=100
Himalaya Baby Powder Bottle Of 200 G,₹210,https://cdn01.pharmeasy.in/dam/products_otc/090323/himalaya-baby-powder-bottle-of-200-g-2-1669654986.jpg?dim=700x0&dpr=1&q=100
Sebamed Baby Soothing Massage Oil - 150ml,₹630,https://cdn01.pharmeasy.in/dam/products_otc/226586/sebamed-baby-soothing-massage-oil-150ml-2-1688551460.jpg?dim=700x0&dpr=1&q=100
Natocare Vanilla Powder 200 Gm,₹345,https://cdn01.pharmeasy.in/dam/products_otc/K86788/natocare-vanilla-powder-200-gm-2-1671743457.jpg?dim=700x0&dpr=1&q=100
Equalstwo Baby Moisturizer 200 Ml,₹649,https://cdn01.pharmeasy.in/dam/products_otc/V02361/equalstwo-baby-moisturizer-200-ml-2-1709881135.jpg?dim=700x0&dpr=1&q=100
Vitaderm C - Scar Gel 20g,N/A,https://cdn01.pharmeasy.in/dam/products_otc/U85217/vitaderm-c-scar-gel-20g-2-1678970747.jpg?dim=700x0&dpr=1&q=100
Dhootapapeshwar Shatavari Kalpa - 600g,₹470,https://cdn01.pharmeasy.in/dam/products_otc/V39411/dhootapapeshwar-shatavari-kalpa-600g-2-1671742253.jpg?dim=700x0&dpr=1&q=100
Mederma Tube Of 20gm Gel,₹895,https://cdn01.pharmeasy.in/dam/products_otc/111590/mederma-tube-of-20gm-gel-1-1684847432.jpg?dim=700x0&dpr=1&q=100
Pharmeasy Multivitamin Women - Overall Women Wellness - Builds Immunity - Bottle Of 60,₹799,https://cdn01.pharmeasy.in/dam/products_otc/R76285/pharmeasy-multivitamin-women-overall-women-wellness-builds-immunity-bottle-of-60-6.1-1733483266.jpg?dim=700x0&dpr=1&q=100
Sebamed Baby Ph 5.5 For Delicate Skin With Camomile Body Lotion - 400ml,₹1360,https://cdn01.pharmeasy.in/dam/products_otc/265099/sebamed-baby-lotion-400ml-1-1632774259.jpg?dim=700x0&dpr=1&q=100
Dexolac Stage 3 Follow-Up Infant Formula (12 To 18 Months) Box Of 400 G,N/A,https://cdn01.pharmeasy.in/dam/products_otc/I32453/dexolac-stage-3-follow-up-infant-formula-12-to-18-months-box-of-400-g-2-1718105198.jpg?dim=700x0&dpr=1&q=100
Liveasy Baby Care Soft & Gentle Baby Wipes,₹200,https://cdn01.pharmeasy.in/dam/products_otc/G84626/liveasy-baby-care-soft-gentle-baby-wipes-2-1724397627.jpg?dim=700x0&dpr=1&q=100
Pampers All Round Protection Pants Small (86 Count) Lotion With Aloe Vera,₹1449,https://cdn01.pharmeasy.in/dam/products_otc/I40757/pampers-all-round-protection-pants-small-86-count-lotion-with-aloe-vera-2-1669710996.jpg?dim=700x0&dpr=1&q=100
Prega News Advance Hcg Home Pregnancy Test Midstream Urine Test Kit | Pack Of 4,₹480,https://cdn01.pharmeasy.in/dam/products_otc/S51800/mankind-prega-news-advance-hcg-home-pregnancy-test-midstream-urine-test-kit-pack-of-4-2-1686548021.jpg?dim=700x0&dpr=1&q=100
Tedibar Spoo Gentle Baby Shampoo No Tears|Gentle On Scalp|No.1 Pediatrician Prescribed 125ml,₹355,https://cdn01.pharmeasy.in/dam/products_otc/I13424/tedibar-spoo-gentle-baby-shampoo-no-tearsgentle-on-scalpno1-pediatrician-prescribed-125ml-6.1-1731310435.jpg?dim=700x0&dpr=1&q=100
Tedibar Bathing Bar 100g Pack Of 2 (Soap Free For Sensitive Skin),₹505,https://cdn01.pharmeasy.in/dam/products_otc/C79042/tedibar-bathing-bar-100g-pack-of-2-soap-free-for-sensitive-skin-1-1702541978.jpg?dim=700x0&dpr=1&q=100
Pampers All Round Protection Pants Medium (76 Count) Lotion With Aloe Vera,₹1399,https://cdn01.pharmeasy.in/dam/products_otc/I40754/pampers-all-round-protection-pants-medium-76-count-lotion-with-aloe-vera-2-1669710735.jpg?dim=700x0&dpr=1&q=100
Liveasy Baby Care Feeding Bottle 250ml,₹199,https://cdn01.pharmeasy.in/dam/products_otc/J26433/liveasy-baby-care-feeding-bottle-250ml-1-1718963762.jpg?dim=700x0&dpr=1&q=100
